code_class,gene,accesion_number,lower_bound,upper_bound,mean_pre,mean_post,count_type,count_value
Endogenous,ATF3,NM_001674.3,10.5,70.5,109,36.8,post_count_4,48
Endogenous,ATF3,NM_001674.3,10.5,70.5,109,36.8,post_count_5,33
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,pre_count_1,40
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,pre_count_2,327
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,pre_count_3,254
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,pre_count_4,72
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,pre_count_5,137
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,post_count_1,81
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,post_count_2,NA
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,post_count_3,45
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,post_count_4,80
Endogenous,TIE1,NM_005424.4,36.5,152.5,166,78.8,post_count_5,109
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,pre_count_1,630
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,pre_count_2,1581
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,pre_count_3,1674
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,pre_count_4,358
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,pre_count_5,221
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,post_count_1,188
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,post_count_2,NA
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,post_count_3,513
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,post_count_4,126
Endogenous,CD44,NM_001001392.1,-314.5,1025.5,892.8,337.5,post_count_5,523
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,pre_count_1,4299
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,pre_count_2,13281
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,pre_count_3,11514
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,pre_count_4,2312
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,pre_count_5,2557
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,post_count_1,4732
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,post_count_2,8295
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,post_count_3,1698
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,post_count_4,1657
Endogenous,ALDOA,NM_000034.3,-2955.5,9344.5,6792.6,3573.2,post_count_5,1484
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,pre_count_1,35
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,pre_count_2,127
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,pre_count_3,104
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,pre_count_4,46
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,pre_count_5,54
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,post_count_1,14
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,post_count_2,NA
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,post_count_3,44
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,post_count_4,25
Endogenous,FAS,NM_000043.3,-35,125,73.2,37,post_count_5,65
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,pre_count_1,156
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,pre_count_2,727
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,pre_count_3,542
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,pre_count_4,200
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,pre_count_5,227
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,post_count_1,188
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,post_count_2,NA
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,post_count_3,250
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,post_count_4,111
Endogenous,MRE11,NM_001330347.1,39.5,435.5,370.4,209,post_count_5,287
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,pre_count_1,14
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,pre_count_2,24
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,pre_count_3,NA
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,pre_count_4,23
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,pre_count_5,8
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,post_count_1,12
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,post_count_2,NA
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,post_count_3,14
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,post_count_4,16
Endogenous,IL10,NM_000572.2,6.5,26.5,17.2,15.2,post_count_5,19
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,pre_count_1,10
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,pre_count_2,NA
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,pre_count_3,25
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,pre_count_4,23
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,pre_count_5,42
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,post_count_1,NA
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,post_count_2,64
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,post_count_3,29
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,post_count_4,28
Endogenous,BMP2,NM_001200.3,-23.5,116.5,25,39.8,post_count_5,38
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,pre_count_1,291
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,pre_count_2,902
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,pre_count_3,1370
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,pre_count_4,255
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,pre_count_5,314
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,post_count_1,159
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,post_count_2,NA
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,post_count_3,183
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,post_count_4,213
Endogenous,BAX,NM_004324.3,45,413,626.4,207.5,post_count_5,275
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,pre_count_1,5
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,pre_count_2,19
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,pre_count_3,5
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,pre_count_4,13
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,pre_count_5,10
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,post_count_1,14
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,post_count_2,NA
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,post_count_3,13
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,post_count_4,14
Endogenous,EIF5AL1,NM_001099692.1,11.5,15.5,10.4,13.7,post_count_5,NA
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,pre_count_1,NA
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,pre_count_2,NA
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,pre_count_3,153
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,pre_count_4,182
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,pre_count_5,139
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,post_count_1,36
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,post_count_2,364
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,post_count_3,160
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,post_count_4,40
Endogenous,KIT,NM_000222.2,-338,670,158,178.4,post_count_5,292
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,pre_count_1,27
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,pre_count_2,392
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,pre_count_3,344
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,pre_count_4,70
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,pre_count_5,65
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,post_count_1,35
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,post_count_2,NA
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,post_count_3,68
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,post_count_4,88
Endogenous,CDK6,NM_001145306.1,32,128,179.6,70.8,post_count_5,92
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,pre_count_1,10
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,pre_count_2,27
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,pre_count_3,NA
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,pre_count_4,21
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,pre_count_5,15
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,post_count_1,10
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,post_count_2,NA
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,post_count_3,16
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,post_count_4,10
Endogenous,SPIB,NM_003121.3,1,25,18.2,13,post_count_5,16
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,pre_count_1,36
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,pre_count_2,NA
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,pre_count_3,312
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,pre_count_4,44
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,pre_count_5,45
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,post_count_1,33
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,post_count_2,NA
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,post_count_3,64
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,post_count_4,38
Endogenous,PFKFB3,NM_004566.3,-32.5,155.5,109.2,55,post_count_5,85
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,pre_count_1,18
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,pre_count_2,1541
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,pre_count_3,920
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,pre_count_4,111
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,pre_count_5,131
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,post_count_1,59
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,post_count_2,NA
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,post_count_3,136
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,post_count_4,101
Endogenous,CXCL12,NM_199168.3,31,199,544.2,97.5,post_count_5,94
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,pre_count_1,7
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,pre_count_2,NA
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,pre_count_3,5
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,pre_count_4,2
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,pre_count_5,7
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,post_count_1,10
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,post_count_2,9
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,post_count_3,15
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,post_count_4,16
Endogenous,CSF3,NM_000759.3,2.5,22.5,5.2,13,post_count_5,15
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,pre_count_1,NA
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,pre_count_2,NA
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,pre_count_3,19
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,pre_count_4,19
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,pre_count_5,20
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,post_count_1,22
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,post_count_2,21
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,post_count_3,24
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,post_count_4,19
Endogenous,KIR2DL3,NM_015868.2,14.5,26.5,19.3,20.6,post_count_5,17
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,pre_count_1,40
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,pre_count_2,382
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,pre_count_3,355
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,pre_count_4,109
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,pre_count_5,97
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,post_count_1,67
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,post_count_2,NA
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,post_count_3,83
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,post_count_4,67
Endogenous,CD40,NM_001250.5,20.5,144.5,196.6,78.8,post_count_5,98
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,pre_count_1,223
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,pre_count_2,634
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,pre_count_3,1175
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,pre_count_4,729
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,pre_count_5,283
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,post_count_1,158
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,post_count_2,NA
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,post_count_3,258
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,post_count_4,202
Endogenous,IRF1,NM_002198.2,118,342,608.8,215.2,post_count_5,243
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,pre_count_1,183
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,pre_count_2,779
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,pre_count_3,1050
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,pre_count_4,192
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,pre_count_5,195
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,post_count_1,299
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,post_count_2,NA
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,post_count_3,244
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,post_count_4,232
Endogenous,MGMT,NM_002412.3,131.5,399.5,479.8,250.8,post_count_5,228
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,pre_count_1,334
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,pre_count_2,4005
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,pre_count_3,3818
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,pre_count_4,585
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,pre_count_5,758
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,post_count_1,648
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,post_count_2,NA
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,post_count_3,723
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,post_count_4,670
Endogenous,GLUD1,NM_005271.2,535.5,835.5,1900,655.8,post_count_5,582
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,pre_count_1,240
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,pre_count_2,484
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,pre_count_3,764
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,pre_count_4,176
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,pre_count_5,176
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,post_count_1,192
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,post_count_2,NA
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,post_count_3,100
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,post_count_4,107
Endogenous,IFI35,NM_005533.4,-20.5,319.5,368,145,post_count_5,181
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,pre_count_1,14
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,pre_count_2,20
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,pre_count_3,12
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,pre_count_4,18
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,pre_count_5,11
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,post_count_1,22
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,post_count_2,15
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,post_count_3,12
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,post_count_4,18
Endogenous,PF4,NM_002619.3,4.5,32.5,15,17.8,post_count_5,22
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,pre_count_1,39
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,pre_count_2,274
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,pre_count_3,334
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,pre_count_4,164
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,pre_count_5,184
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,post_count_1,NA
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,post_count_2,NA
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,post_count_3,92
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,post_count_4,88
Endogenous,GPSM3,NM_001276501.1,82,98,199,89.3,post_count_5,88
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,pre_count_1,72
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,pre_count_2,147
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,pre_count_3,97
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,pre_count_4,27
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,pre_count_5,32
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,post_count_1,42
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,post_count_2,NA
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,post_count_3,43
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,post_count_4,55
Endogenous,SLC2A1,NM_006516.2,22.5,74.5,75,43,post_count_5,32
Endogenous,IL2,NM_000586.2,12,28,18.4,21,pre_count_1,15
Endogenous,IL2,NM_000586.2,12,28,18.4,21,pre_count_2,23
Endogenous,IL2,NM_000586.2,12,28,18.4,21,pre_count_3,13
Endogenous,IL2,NM_000586.2,12,28,18.4,21,pre_count_4,30
Endogenous,IL2,NM_000586.2,12,28,18.4,21,pre_count_5,11
Endogenous,IL2,NM_000586.2,12,28,18.4,21,post_count_1,21
Endogenous,IL2,NM_000586.2,12,28,18.4,21,post_count_2,27
Endogenous,IL2,NM_000586.2,12,28,18.4,21,post_count_3,17
Endogenous,IL2,NM_000586.2,12,28,18.4,21,post_count_4,22
Endogenous,IL2,NM_000586.2,12,28,18.4,21,post_count_5,18
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,pre_count_1,60
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,pre_count_2,129
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,pre_count_3,104
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,pre_count_4,53
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,pre_count_5,80
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,post_count_1,62
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,post_count_2,NA
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,post_count_3,73
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,post_count_4,69
Endogenous,SNAI1,NM_005985.3,49.5,101.5,85.2,71.5,post_count_5,82
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,pre_count_1,1955
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,pre_count_2,12692
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,pre_count_3,8567
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,pre_count_4,2092
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,pre_count_5,2733
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,post_count_1,1539
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,post_count_2,NA
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,post_count_3,2889
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,post_count_4,2286
Endogenous,CTNNB1,NM_001098209.1,832.5,4708.5,5607.8,2492.2,post_count_5,3255
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,pre_count_1,351
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,pre_count_2,4075
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,pre_count_3,2716
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,pre_count_4,423
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,pre_count_5,468
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,post_count_1,206
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,post_count_2,NA
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,post_count_3,555
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,post_count_4,394
Endogenous,NOTCH2,NM_024408.3,101.5,881.5,1606.6,436,post_count_5,589
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,pre_count_1,124
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,pre_count_2,909
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,pre_count_3,NA
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,pre_count_4,132
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,pre_count_5,156
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,post_count_1,77
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,post_count_2,NA
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,post_count_3,171
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,post_count_4,127
Endogenous,NFKB2,NM_001077494.3,61,237,330.2,127.5,post_count_5,135
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,pre_count_1,18
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,pre_count_2,NA
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,pre_count_3,62
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,pre_count_4,40
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,pre_count_5,111
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,post_count_1,53
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,post_count_2,NA
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,post_count_3,NA
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,post_count_4,66
Endogenous,IL33,NM_033439.3,33.5,85.5,57.8,59.7,post_count_5,60
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,pre_count_1,64
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,pre_count_2,550
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,pre_count_3,NA
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,pre_count_4,194
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,pre_count_5,207
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,post_count_1,98
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,post_count_2,NA
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,post_count_3,237
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,post_count_4,301
Endogenous,TREM2,NM_018965.3,69,517,253.8,246.2,post_count_5,349
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,pre_count_1,43
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,pre_count_2,NA
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,pre_count_3,116
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,pre_count_4,19
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,pre_count_5,165
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,post_count_1,30
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,post_count_2,163
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,post_count_3,225
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,post_count_4,277
Endogenous,LAMC2,NM_005562.2,-222.5,493.5,85.8,148.2,post_count_5,46
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,pre_count_1,45
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,pre_count_2,NA
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,pre_count_3,15
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,pre_count_4,23
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,pre_count_5,33
Endogenous,AQP9,NM_001320635.1,-47.5,148.5,29,54.8,post_count_1,24
