treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
1,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,NA,NA
1,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,64,6
1,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,29,4.857980995127572
1,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,28,4.807354922057604
1,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,38,5.247927513443585
0,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,291,8.184875342908283
0,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,902,9.81698362325538
0,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,1370,10.419960177847889
0,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,255,7.994353436858858
0,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,314,8.294620748891626
1,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,159,7.312882955284356
1,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,NA,NA
1,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,183,7.515699838284043
1,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,213,7.734709620225838
1,Endogenous,BAX,NM_004324.3,-625.5,1818.5,45,413,626.4,207.5,275,8.103287808412022
0,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,5,2.321928094887362
0,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,19,4.247927513443585
0,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,5,2.321928094887362
0,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,13,3.700439718141092
0,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,10,3.321928094887362
1,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,14,3.807354922057604
1,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,NA,NA
1,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,13,3.700439718141092
1,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,14,3.807354922057604
1,Endogenous,EIF5AL1,NM_001099692.1,-7,25,11.5,15.5,10.4,13.7,NA,NA
0,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,NA,NA
0,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,NA,NA
0,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,153,7.257387842692652
0,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,182,7.507794640198696
0,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,139,7.118941072723508
1,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,36,5.169925001442312
1,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,364,8.507794640198696
1,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,160,7.321928094887363
1,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,40,5.321928094887363
1,Endogenous,KIT,NM_000222.2,74.5,246.5,-338,670,158,178.4,292,8.189824558880018
0,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,27,4.754887502163468
0,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,392,8.614709844115207
0,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,344,8.426264754702098
0,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,70,6.129283016944966
0,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,65,6.022367813028454
1,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,35,5.129283016944966
1,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,NA,NA
1,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,68,6.087462841250339
1,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,88,6.459431618637297
1,Endogenous,CDK6,NM_001145306.1,-353.5,762.5,32,128,179.6,70.8,92,6.523561956057013
0,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,10,3.321928094887362
0,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,27,4.754887502163468
0,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,NA,NA
0,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,21,4.392317422778761
0,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,15,3.9068905956085187
1,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,10,3.321928094887362
1,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,NA,NA
1,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,16,4
1,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,10,3.321928094887362
1,Endogenous,SPIB,NM_003121.3,-3,45,1,25,18.2,13,16,4
0,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,36,5.169925001442312
0,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,NA,NA
0,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,312,8.285402218862249
0,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,44,5.459431618637297
0,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,45,5.491853096329675
1,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,33,5.044394119358453
1,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,NA,NA
1,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,64,6
1,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,38,5.247927513443585
1,Endogenous,PFKFB3,NM_004566.3,-358,714,-32.5,155.5,109.2,55,85,6.409390936137702
0,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,18,4.169925001442312
0,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,1541,10.589651146514786
0,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,920,9.845490050944376
0,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,111,6.794415866350106
0,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,131,7.03342300153745
1,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,59,5.882643049361842
1,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,NA,NA
1,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,136,7.087462841250339
1,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,101,6.658211482751795
1,Endogenous,CXCL12,NM_199168.3,-1102.5,2133.5,31,199,544.2,97.5,94,6.554588851677638
0,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,7,2.807354922057604
0,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,NA,NA
0,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,5,2.321928094887362
0,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,2,1
0,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,7,2.807354922057604
1,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,10,3.321928094887362
1,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,9,3.169925001442312
1,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,15,3.9068905956085187
1,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,16,4
1,Endogenous,CSF3,NM_000759.3,2,10,2.5,22.5,5.2,13,15,3.9068905956085187
0,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,NA,NA
0,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,NA,NA
0,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,19,4.247927513443585
0,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,19,4.247927513443585
0,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,20,4.321928094887363
1,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,22,4.459431618637297
1,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,21,4.392317422778761
1,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,24,4.584962500721156
1,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,19,4.247927513443585
1,Endogenous,KIR2DL3,NM_015868.2,17.5,21.5,14.5,26.5,19.3,20.6,17,4.087462841250339
0,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,40,5.321928094887363
0,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,382,8.57742882803575
0,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,355,8.471675214392045
0,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,109,6.768184324776926
0,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,97,6.599912842187128
1,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,67,6.066089190457772
1,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,NA,NA
1,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,83,6.3750394313469245
1,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,67,6.066089190457772
1,Endogenous,CD40,NM_001250.5,-290,742,20.5,144.5,196.6,78.8,98,6.614709844115208
0,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,223,7.800899899920305
0,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,634,9.308339030139408
0,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,1175,10.198445041452363
0,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,729,9.509775004326936
0,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,283,8.144658242831882
1,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,158,7.303780748177103
1,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,NA,NA
1,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,258,8.011227255423254
1,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,202,7.658211482751795
1,Endogenous,IRF1,NM_002198.2,-386,1398,118,342,608.8,215.2,243,7.924812503605781
0,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,183,7.515699838284043
0,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,779,9.605479518061669
0,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,1050,10.036173612553485
0,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,192,7.584962500721156
0,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,195,7.60733031374961
1,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,299,8.224001674198105
1,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,NA,NA
1,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,244,7.930737337562887
1,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,232,7.857980995127572
1,Endogenous,MGMT,NM_002412.3,-688.5,1659.5,131.5,399.5,479.8,250.8,228,7.832890014164741
0,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,334,8.383704292474052
0,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,4005,11.967586527296072
0,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,3818,11.898601387403938
0,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,585,9.192292814470767
0,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,758,9.566054038171092
1,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,648,9.339850002884624
1,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,NA,NA
1,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,723,9.497851836951117
1,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,670,9.388017285345136
1,Endogenous,GLUD1,NM_005271.2,-4264.5,8667.5,535.5,835.5,1900,655.8,582,9.184875342908283
0,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,240,7.906890595608519
0,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,484,8.918863237274595
0,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,764,9.57742882803575
0,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,176,7.459431618637297
0,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,176,7.459431618637297
1,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,192,7.584962500721156
1,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,NA,NA
1,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,100,6.643856189774724
1,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,107,6.741466986401147
1,Endogenous,IFI35,NM_005533.4,-286,946,-20.5,319.5,368,145,181,7.499845887083206
0,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,14,3.807354922057604
0,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,20,4.321928094887363
0,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,12,3.584962500721156
0,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,18,4.169925001442312
0,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,11,3.4594316186372973
1,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,22,4.459431618637297
1,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,15,3.9068905956085187
1,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,12,3.584962500721156
1,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,18,4.169925001442312
1,Endogenous,PF4,NM_002619.3,3,27,4.5,32.5,15,17.8,22,4.459431618637297
0,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,39,5.285402218862249
0,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,274,8.098032082960527
0,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,334,8.383704292474052
0,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,164,7.357552004618084
0,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,184,7.523561956057013
1,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,NA,NA
1,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,NA,NA
1,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,92,6.523561956057013
1,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,88,6.459431618637297
1,Endogenous,GPSM3,NM_001276501.1,-1,439,82,98,199,89.3,88,6.459431618637297
0,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,72,6.169925001442312
0,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,147,7.199672344836364
0,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,97,6.599912842187128
0,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,27,4.754887502163468
0,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,32,5
1,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,42,5.392317422778761
1,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,NA,NA
1,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,43,5.426264754702098
1,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,55,5.78135971352466
1,Endogenous,SLC2A1,NM_006516.2,-65.5,194.5,22.5,74.5,75,43,32,5
0,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,15,3.9068905956085187
0,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,23,4.523561956057013
0,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,13,3.700439718141092
0,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,30,4.906890595608519
0,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,11,3.4594316186372973
1,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,21,4.392317422778761
1,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,27,4.754887502163468
1,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,17,4.087462841250339
1,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,22,4.459431618637297
1,Endogenous,IL2,NM_000586.2,-2,38,12,28,18.4,21,18,4.169925001442312
0,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,60,5.906890595608519
0,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,129,7.011227255423254
0,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,104,6.700439718141092
0,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,53,5.727920454563199
0,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,80,6.321928094887363
1,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,62,5.954196310386875
1,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,NA,NA
1,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,73,6.189824558880018
1,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,69,6.108524456778169
1,Endogenous,SNAI1,NM_005985.3,-6,170,49.5,101.5,85.2,71.5,82,6.357552004618084
0,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,1955,10.932952892194715
0,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,12692,13.631631805917637
0,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,8567,13.064574373149144
0,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,2092,11.030667136246942
0,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,2733,11.416269744523207
1,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,1539,10.58777751632821
1,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,NA,NA
1,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,2889,11.496354488564615
1,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,2286,11.158609688214478
1,Endogenous,CTNNB1,NM_001098209.1,-7620.5,18279.5,832.5,4708.5,5607.8,2492.2,3255,11.668441828052998
0,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,351,8.45532722030456
0,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,4075,11.992584344005802
0,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,2716,11.407267764244732
0,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,423,8.72451385311995
0,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,468,8.870364719583405
1,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,206,7.6865005271832185
1,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,NA,NA
1,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,555,9.116343961237469
1,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,394,8.622051819456376
1,Endogenous,NOTCH2,NM_024408.3,-3016.5,6155.5,101.5,881.5,1606.6,436,589,9.20212382383046
0,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,124,6.954196310386875
0,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,909,9.828136484194108
0,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,NA,NA
0,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,132,7.044394119358453
0,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,156,7.285402218862249
1,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,77,6.266786540694901
1,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,NA,NA
1,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,171,7.417852514885898
1,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,127,6.9886846867721655
1,Endogenous,NFKB2,NM_001077494.3,-1033.5,2074.5,61,237,330.2,127.5,135,7.076815597050831
0,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,18,4.169925001442312
0,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,NA,NA
0,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,62,5.954196310386875
0,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,40,5.321928094887363
0,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,111,6.794415866350106
1,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,53,5.727920454563199
1,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,NA,NA
1,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,NA,NA
1,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,66,6.044394119358453
1,Endogenous,IL33,NM_033439.3,-66.5,217.5,33.5,85.5,57.8,59.7,60,5.906890595608519
0,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,64,6
0,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,550,9.103287808412022
0,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,NA,NA
0,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,194,7.599912842187128
0,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,207,7.693486957499325
1,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,98,6.614709844115208
1,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,NA,NA
1,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,237,7.888743248898259
1,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,301,8.233619676759702
1,Endogenous,TREM2,NM_018965.3,-340,1084,69,517,253.8,246.2,349,8.447083226209653
0,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,43,5.426264754702098
0,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,NA,NA
0,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,116,6.857980995127572
0,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,19,4.247927513443585
0,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,165,7.366322214245816
1,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,30,4.906890595608519
1,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,163,7.348728154231077
1,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,225,7.813781191217037
1,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,277,8.113742166049189
1,Endogenous,LAMC2,NM_005562.2,-140,348,-222.5,493.5,85.8,148.2,46,5.523561956057013
0,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,45,5.491853096329675
0,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,NA,NA
0,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,15,3.9068905956085187
0,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,23,4.523561956057013
0,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,33,5.044394119358453
1,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,24,4.584962500721156
1,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,118,6.882643049361842
1,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,26,4.700439718141092
1,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,75,6.22881869049588
1,Endogenous,AQP9,NM_001320635.1,-10,78,-47.5,148.5,29,54.8,31,4.954196310386875
0,Endogenous,PRKCA,NM_002737.2,-94.5,237.5,-38.5,189.5,87.2,69.4,17,4.087462841250339
